,도서명,저자,출판사,발행년도
179587,中?大百科全?,中?大百科全?出版社??部;中?大百科全????委??《物理?》??委?? ?,,1998
179588,中?大百科全?,中?大百科全?出版社??部;中?大百科全????委??《文物·博物?》??委?? ?,,1998
179589,中?大百科全?,中?大百科全?出版社??部;中?大百科全????委??《外?文?》??委?? ?,,1998
179590,中?大百科全?,中?大百科全?出版社??部;中?大百科全????委??《外?文?》??委?? ?,,1998
179591,中?大百科全?,中?大百科全?出版社??部;中?大百科全????委??《外??史》??委?? ?,,1998
179592,中?大百科全?,中?大百科全?出版社??部;中?大百科全????委?? 外??史 ??委?? ?,,1998
179593,中?大百科全?,中?大百科全?出版社??部;中?大百科全????委??《土木工程》??委?? ?,,1998
179594,中?大百科全?,中?大百科全?出版社??部;中?大百科全????委??《?育》??委?? ?,,1998
179595,中?大百科全?,中?大百科全?出版社??部;中?大百科全????委??《水利》??委?? ?,,1998
179596,中?大百科全?,"中?大百科全?出版社??部,;中?大百科全????委??《??》??委?? ?",,1998
179597,中?大百科全?,中?大百科全?出版社??部;中?大百科全????委??《世界地理》??委?? ?,,1998
179598,中?大百科全?,中?大百科全?出版社??部;中?大百科全????委??《社??》 ??委?? ?,,1998
179599,中?大百科全?,中?大百科全?出版社??部;中?大百科全????委??《??》??委?? ?,,1998
179600,中?大百科全?,中?大百科全?出版社??部;中?大百科全????委??《??》??委?? ?,,1998
179601,中?大百科全?,中?大百科全?出版社??部;中?大百科全????委??《民族》 ??委?? ?,,1998
179602,中?大百科全?,中?大百科全?出版社??部;中?大百科全????委??《美?》??委?? ?,,1998
179603,中?大百科全?,中?大百科全?出版社??部;中?大百科全????委??《美?》??委?? ?,,1998
179604,中?大百科全?,中?大百科全?出版社??部;中?大百科全????委??《?冶》??委?? 編,,1998
179605,中?大百科全?,中?大百科全?出版社??部;中?大百科全????委??《考古?》??委?? ?,,1998
179606,中?大百科全?,中?大百科全?出版社??部;中?大百科全????委??《?事》??委?? ?,,1998
179607,中?大百科全?,中?大百科全?出版社??部;中?大百科全????委??《?事》??委?? ?,,1998
179608,中?大百科全?,中?大百科全?出版社??部;中?大百科全????委??《??》??委?? ?,,1998
179609,中?大百科全?,中?大百科全?出版社??部;中?大百科全????委??《??》??委???,,1998
179610,中?大百科全?,中?大百科全?出版社??部;中?大百科全????委??《??》??委?? ?,,1998
179611,中?大百科全?,中?大百科全?出版社??部;中?大百科全????委??《?育》??委?? ?,,1998
179612,中?大百科全?,中?大百科全?出版社??部;中?大百科全????委??《?境科?》??委?? ?,,1998
179613,中?大百科全?,中?大百科全?出版社??部;中?大百科全????委??《化?》??委?? ?,,1998
179614,中?大百科全?,中?大百科全?出版社??部;中?大百科全????委??《化?》??委?? ?,,1998
179615,中?大百科全?,中?大百科全?出版社??部;中?大百科全????委??《化工》??委?? ?,,1998
179616,中?大百科全?,中?大百科全?出版社??部;中?大百科全????委??《??》??委?? ?,,1998
179617,中?大百科全?,中?大百科全?出版社??部;中?大百科全????委??《法?》??委?? ?,,1998
179618,中?大百科全?,中?大百科全?出版社??部;中?大百科全????委??《?子???算机》??委?? ?,,1998
179619,中?大百科全?,中?大百科全?出版社??部;中?大百科全????委??《?子???算机》??委?? ?,,1998
179620,中?大百科全?,中?大百科全?出版社??部;中?大百科全????委??《?影》??委?? ?,,1998
179621,中?大百科全?,中?大百科全?出版社??部;中?大百科全????委??《?工》??委?? ?,,1998
179622,中?大百科全?,中?大百科全?出版社;中?大百科全????委??《大?科?、海洋科?、水文科?》??委?? ?,,1998
179623,中?大百科全?,中?大百科全?出版社??部;中?大百科全????委?? 《?政?收、金融、价r格》 ??委?? ?,,1998
179624,中?大百科全?,中?大百科全?出版社??部 ?,,1998
179626,工???? ,周大光 ? ;?文同;李含春;王??  ??,,2001
179627,?言?方法? ,桂?春;?春岩 著,,1997
179628,三?演?,??中 著 ;戴郭邦 ? ;胡同 校点,,2000
179629,?文?? :??,周游光 著,,1997
179630,?文?? :??,周游光 著,,1997
179631,?文??,周游光 著,,1997
179713,機器局 飜沙廠 :精密實測調査報告書 ,서울특별시 종로구청 [편],,2009
179715,탑골공원 팔각정·오운정 :정밀실측보고서 ,서울특별시 종로구 [편],,2011
179724,한지 =Korean handmade paper,문화체육관광부 [편],,2010
179725,한지 =Korean handmade paper,문화체육관광부 [편],,2010
179726,한지 =Korean handmade paper,문화체육관광부 [편],,2010
179727,한지 =Korean handmade paper,문화체육관광부 [편],,2010
179734,새 길 :모상철 동시집 ,모상철 지음,,2010
179735,바람과 물 :임억규 시조선집 ,임억규 엮음,,2011
179739,ワイン味わいのコツ:田崎?也が明かす ,田崎?也 著,,1994
179743,ブルゴ?ニュ :生産者?アペラシオン?ワインに?する?合ガイド ,ロバ?ト?M.パ?カ? Jr. 著,,1992
179744,Wines and vineyards of Spain ,by Miguel A.Torres;photographs by Albert Pujor,,1982
179746,(Jordan's) Guide to good wines ,by Brian Jordan,,1990
179747,Danmark mellem sund og hav ,photographs by Inga Aistrup,,1972
179751,(The) Loveliest towns and villages in Portugal ,by Julio Gil ;photographs by Augusto Cabrita,,1996
179755,(The) Great book of wine ,edited by Joseph Jobe,,1982
179756,Enjoying wine ,Alice King,,1985
179759,Country manors of Portugal :a passage through seven centuries ,by Marcus Binney,,1987
179760,South Australia :the festial state ,by Bruce Waddell,,1984
179761,Champagne by Taittinger ,by Claude Taittinger ;[translated by Imelda Purdy],,1996
179762,(La) Rioja ,Fotografias de Francisco Ontanon ;texto de Luis elias pastor,,1995
179764,(The) Concise atlas of German wines ,introduced by Hugh Johnson ;edited by Ian Jamieson,,1986
179765,Dirigenten ,"by Margret Wenzel-Jelinek,Karlheinz Roschitz",,1986
179766,Wonderful Burgundy ,by Jean-Francois Bazin ;photographs by Herve Boule ;translated by Angela Moyon,,1988
179767,History of wine & the vine ,"established by Bernard Enjalbert,Guy Benjamin",,1987
179768,Wine ,by Hugh Johnson ;drawings by Owen Wood,,1987
179769,Tagtra?ume ,by Dina Larot,,1986
179772,(The world) Atlas of wine :a complete guide to the wines and spirits of the world ,by Hugh Johnson,,1985
179776,Saumur ,by Rene? Polette ;photographies by Herve? Boule?,,1989
179779,Wines and brandies of the Cape of Good Hope :the definitive guide to the South African wine industry ,"by Phyllis Hands,Dave Hughes",,1997
179781,Cognac country :the Hennessy book of a people and their spirit ,by Herbert Spencer ;photographed by Fred Mayer,,1983
179785,(The) Wines of France:Saint-Julien ,by Bernard Ginestet,,1986
179786,(The) Complete book of spirits and liqueurs ,by Cyril Ray,,1978
179787,TQC日本の知? ,唐津一 著,,1981
179790,(5分で) 人を見?く :仕事上のつき合い方がうまくなる 外見[表情?くせ?色?目]からその人がわかる本 ,武田哲男 著,,1993
179796,ワインと風土 :?史地理?的考察 ,ロジェ?ディオン 著 ;福田育弘 ?,,1997
179798,情報新社?のニュ?ビジネス ,長谷川慶太? 著,,1985
179799,ユダヤ七大財閥の世界?略 :世界??を牛耳る知られざる巨大財閥の謎 ,太田? 著,,1991
179806,組織の??力 :?い軍隊から何を?ぶか ,長谷川慶太? 著,,1986
179813,安岡正篤 人間? ,神渡良平 著,,1992
179816,イタリアワインの職人たち=I maestri dei vini Italiani ,朽見行雄 著,,1998
179825,積極的に生きる : 人生百?時代の生き方 ,田中?澄 著,,1984
179827,?際頭?を持っているか : ここが日本人の弱点だ ,長谷川慶太? 著,,1992
179828,TDK式「理想目標管理」システム :右?想から生まれた究極のコストダウン法 ,?島勝 著,,1991
179829,長谷川慶太?の世界はこう?わる :大決?=1995 the way the world will change ,長谷川慶太? 著,,1994
179833,品質を上げればコストは下がる :TDK式「新?源流管理」:IQS ,?島勝 著,,1992
179835,アメリカの怖さを知らない日本人 =America Japan does not know ,日高義樹 著,,1999
179837,CI(コ?ポレ?ト?アイデンティティ) ?略は何を、どう?える :わが社の場合」を現場に探る ,??新聞??部CI取材班 著,,1987
179838,ずぼら産業繁?論 :ニュ?ビジネスのヒント ,唐津一 著,,1998
179842,1991長谷川慶太?の世界はこう?わる :中東危機、冷?終結、日本はどうする! ,長谷川慶太? 著,,1990
179844,世界が動く日本が?わる ,長谷川慶太? 著,,1987
179845,2003年フセイン特需で日本は大復活する :?替本位制時代の資産運用術 ,?田俊男 著,,2002
179846,極道に?ぶビジネスマン男の磨き方 ,山平重樹 著,,1996
179851,45?からの生き方?考え方 :あなたも送ろう痛快人生!! ,酒井洋 著,,1991
179852,いじめられて成功する人びと :ユダヤ人起業家たちのパイオニア物語 ,町田洋次 著,,1998
179855,??は?わった! :「不況」を生き?く?想と?略 ,加藤? 著,,1987
179864,ブッシュの米??? :日米運命共同?のゆくえ ,原田和明 著,,1988
179865,危ない時代にチャンスがある : パラダイムの崩? 混とんから絶頂へのし上がる「新?逆?の潮流」,渡部昇一 著,,1991
179866,長谷川慶太?の世界はこう?わる :中東危機、冷?終結日本はどうする!=1991 the way the world will change ,長谷川慶太? 著,,1991
179875,「革新」已む能わざる企業 ,?橋克人 著,,1992
179880,不執の??? :人を活かし、自分も生きる ,松野宗純 著,,1989
179881,日本??の活路 :??者よ、自信をもて=Reenergizing the Japanese economy ,唐津一 著,,1994
179986,?代中文 :??手?=Contemporary Chinese /?中? 主?,,New Phoenix Intl Llc,2003
180021,千家詩 :圖文本,李夢生 編選,,2002
180022,千家詩 :圖文本,李夢生 編選,,2002
180023,唐詩三百首 :圖文本,?塘退士 編選 ;蓋國梁 等 注?,,2001
180024,唐詩三百首 :圖文本,?塘退士 編選 ;蓋國梁 等 注?,,2001
180025,唐詩三百首 :圖文本,?塘退士 編選 ;蓋國梁 等 注?,,2001
180026,唐宋詞三百首 :圖文本,蓋國梁 編選 ;趙昌平;曺明綱 等 注?,,2001
180027,唐宋詞三百首 :圖文本,蓋國梁 編選 ;趙昌平;曺明綱 等 注?,,2001
180028,唐宋詞三百首 :圖文本,蓋國梁 編選 ;趙昌平;曺明綱 等 注?,,2001
180029,史記,(西?) 司馬遷 撰 ;徐吉金;袁勝文 点校,,2004
180030,史記,(西?) 司馬遷 撰 ;徐吉金;袁勝文 点校,,2004
180031,史記,(西?) 司馬遷 撰 ;徐吉金;袁勝文 点校,,2004
180032,史記,(西?) 司馬遷 撰 ;徐吉金;袁勝文 点校,,2004
180033,史記,(西?) 司馬遷 撰 ;徐吉金;袁勝文 点校,,2004
180034,史記,(西?) 司馬遷 撰 ;徐吉金;袁勝文 点校,,2004
180035,史記,(西?) 司馬遷 撰 ;徐吉金;袁勝文 点校,,2004
180036,史記,(西?) 司馬遷 撰 ;徐吉金;袁勝文 点校,,2004
180037,史記,(西?) 司馬遷 撰 ;徐吉金;袁勝文 点校,,2004
180038,史記,(西?) 司馬遷 撰 ;徐吉金;袁勝文 点校,,2004
180039,???,曹雪芹;高? 著 ;康? 等 校点 ;程十? 等 ?,,2000
180040,???,曹雪芹;高? 著 ;康? 等 校点 ;程十? 等 ?,,2000
180041,西游?,?承恩 著 ;池文;乾元 校点 ;戴敦邦 等?,,2000
180042,西游?,?承恩 著 ;池文;乾元 校点 ;戴敦邦 等?,,2000
180043,水??,施耐庵 著 ;?谷;?嘉 校点 ;戴敦邦 等?,,2000
180044,水??,施耐庵 著 ;?谷;?嘉 校点 ;戴敦邦 等?,,2000
180079,老子 =Laozi  ,?鼓? 今? ;?琵·?利 英?,,1999
180082,?敏?言??文集 ,?敏 著,,1999
180083,元曲三百首 ,?旦宅 等?,,2003
180085,?用.?知.交? =PragmaticsㆍCognitionㆍCommunication ,??杰;?忠 主?,,1998
180087,中?茶文化大?典 ,朱世英;王?恒;詹?九 主?,,2002
180089,??色彩?的文化?? ,?峰 著,,2004
180093,(Guide to) Chinese Buddhism=中?佛? ,Written by Zheng Lixin;Translated by Ling Yuan;English text edited by Sara Grimes,,2004
180097,?代??句法???分析 ,?竟存;梁伯? 著,,1997
180098,?外???究的跨?科探索:??????知????????文集 ,?金? 主?,,2003
180100,唐人?句精? ,?琴安 ?著,,2002
180102,唐宋八大家散文? ,方笑一 ?注,,2002
180103,唐宋?三百首,?振振 等撰 ;?旦宅 等?,,2003
180106,??交流中的社??言? :?英??版 =(The) Sociolinguisitics interlingual communication ,?金 A ㆍ奈大 著;?久生 ?,,1999
180108,古代科?家?? ,朱振? ?任??,,1997
180109,京?文化?典 ,??;徐希博 主?,,2001
180113,?明?言?史 =(A) Short history of linguistics ,R.H.??斯 著 ;?德?;?健明;胡明亮 ?,,1997
180115,二十世?的中??言?用?究 ,于根元 著,,1996
180116,二十世?的??修?? ,袁? 著,,2000
180118,“三?代表”重要思想?中?特色社?主? :中?社?科?院?小平理??究中心 ,李?明 主? ;??民;夏春? 副主?,,2004
180120,古???法?究?文集 ,何?士 著,,2000
180121,古文二百篇 ,?旦宅 等?,,2000
180122,古代要籍?述 ,中??局??部 著,,1987
180123,古代民族英雄 ,朱振? ?任??,,1997
180124,中?文化常? =Common knowledge about Chinese culture ,任?亮 主? ;林美琪 英文??,,2004
180125,中?地理常? =Common knowledge about Chinese geography ,焦?富 主? ;林美琪 英文??,,2004
180126,中??史常? =Common knowledge about Chinese history ,王? 主? ;林美琪 英文??,,2004
180133,?言??散? ,胡明? 著,,2002
180137,?文??,周有光 著,,1995
180138,?源??? ,殷寄明 著,,2000
180141,?法???掘集 ,邢福? [著],,1992
180144,?言?育???究?文集:2000 ,≪?言文字?用≫??部 ?,,2001
180146,?言?和?言的?用 ,王宗炎 著,,1998
180147,?言??程 ,王振昆;?文? 著,,1998
180148,?文??文集:?集 ,??常 著,,2001
180150,?言??典 ,布斯曼 著,,2003
180151,?言?是一??先的科? :??言??言?的重要性 ,伍?平 ?著,,1994
180152,?言?引? ,戚雨村 主編,,1985
180153,?言?得理??究=Studies of language acquisition ,?洪? 著,,1997
180155,?言理解??知 ,崔希亮 著,,2004
180156,?言人 ,海然? 著 ;?祖建 ?,,1999
180157,?言的?知?究和?算分析 ,袁毓林 著,,1998
180158,?言?? ,?其光 著,,1998
180159,?言? :言?硏究? ,愛德?ㆍ?丕? 著 ;?卓元 ?,,1985
180160,?言? :言?硏究? ,愛德?ㆍ?丕? 著 ;?卓元 ?,,1985
180161,?言? ,?布?菲?德 著 ;袁家?;?世?;甘世福 ?,,1997
180162,?言?? ,?元仁 著,,1980
180163,(面向二十一世紀) ?言??再?? :?祝?斌先生?敎五十周年?八十?? ,范?泰;??? 主?,,2001
180164,?言??探索 ,王宗炎 編著,,1985
180165,?言? ,高名? 著,,1995
180166,?范?言?探索 ,戴昭? 著,,1998
180167,?言?育???究?文集 ,?必松 主?,,1999
180168,?言和?言? ,胡明? 著,,2003
180169,?言?文化 =Language and culture ,?嘉祖;?昇 主? ;?立信 副主?,,1998
180172,?用同義?典 ,?彦田;周奎杰 主?,,1988
180173,?用交???典 ,王雅? ?著,,2000
180177,(新知?) 英??典 =New approach English-Chinese dictionary ,?秋? 主? ;林?祥 等 ??,,2001
180179,面?新世?挑?的?代???法?究 :'98?代???法????????文集 =Modern Chinese grammar studies meeting challenge of the new century ,??明 主?,,2000
180180,新世?文化走向 :?市????文化、?理建? ,?筠泉;李景源 等 著,,1999
180181,?展市? :??繁?的泉源 ,易?容 著,,2002
180183,修???凡 ,?望道 著,,1997
180184,修??稿 ,?光磊 著,,2001
180186,世界?????新? ,??? 著,,2002
180187,城市??指?管理 ,王延? 著,,2000
180188,西方文化?中? :1793-2000 ,沈福? 著,,2003
180190,新著??文法 ,黎?熙 著,,1998
180191,新?千家? :英??照本 =GEM OF CLASSICAL CHINESE POETRY ,袁行? 主? ;??? 英? ;戴郭邦  等 ? ;?孟康 ?,,2000
180192,三?平面的?法? ,范? 著,,1998
180193,社??言? ,?原 著,,2000
180194,普通?法原?????法?象 =Grammatical principles and grammatical phenomena ,徐杰 著,,2004
180195,普通?言??程 ,??迪南ㆍ德ㆍ索?? 著,,1999
180196,普通?言? ,?茂? ?著,,1993
180197,配价理?????法?究 ,?? 主? ;??明 ??,,2000
180198,方光??中??言? ,胡裕? 等 著,,2002
180199,方光??言??集 ,方光? 著,,1997
180200,文化?人生 ,?麟 著,,2002
180201,文化??言 ,王福祥;??? ?,,1997
180203,文化?言??凡 ,?公瑾 著,,1998
180204,跨文化交?? =Intercultural communication ,?玉新 著,,1988
180207,?氏文通 ,?建忠 著,,1988
180549,아빠가 제일 좋아요 :딸에게 사랑받고 싶은 아빠의 이야기 ,잔 오머로드 글 ;프레야 블랙우드 그림 ;글마음을 낚는 어부 옮김,,2011
180563,역사로드 한국사,최금락 글 ;문성기 그림,,2011
180609,히틀러 국가 :나치 정치혁명의 이념과 현실 ,마르틴 브로샤트 지음 ;김학이 옮김,,2011
180627,게임디자인 원론,Katie Salen;Eric Zimmerman 공저 ;윤형섭;권용만 공역,,2010
180643,海上交通法 =Korean marine traffic law ,金仁顯 著,,2011
180791,돈황과 동아시아문학 ,전홍철 지음,,2011
180850,영작문 Start-Up =Strengthen the basics of English writing ,차미양 지음,,2011
180958,Chocolate ,안호기;이은준;이재진;이진;박지양;홍금주;정상균;강신욱;김형일 공저,,2011
181105,게임디자인 원론,Katie Salen;Eric Zimmerman 공저 ;윤형섭;이대웅 옮김,,2011
181679,Old Nanjing :Reflections of scenes on the Qinhuai river ,text by Ye Zhaoyan ;tans. by Huang Lin;Hao Wei,,2003
181680,中??代民????萃 =(The) Best in modern Chinese folk painting ,中?社會文化編輯出版委員會 編,,1994
181690,中?歷史大?典,中??史大?典?纂委?? ?纂,,2002
181691,中?歷史大?典,中??史大?典?纂委?? ?纂,,2002
181692,?代???法?究?程 ,??明 著,,2004
181693,?代???法?? ,丁??;?叔湘;李菜;?德宣;管燮初;傳?;黃盛璋;?治文 著,,1999
181695,?代???法分析 ,范?泰;??? 著 ;?斌 主?,,2000
181697,?代???法系?的建立 :????的?生及其影? ,石毓智 著,,2003
181699,通用?字正形字典 =Tongyong Hanzi zhengxing zidian ,王?昆 主?,,2003
181700,世界地?集 =World atlas ,李?明 主編,,2004
181704,?外?言?通?,李延福 主編,,1999
181705,?外?言?通?,李延福 主編,,1999
181708,?外????目的原?方法 =Duiwai Hanyu jiaoxue mudi yuanze fangfa ,程棠 著,,2000
181713,近?代??新??源?典 =(An) Etymological glossary of selected modern Chinese words ,《近?代??新??源?典》??委?? ?,,2002
181714,功能?言?在中?的?展 ,胡?麟;方琰 主編,,1998
181716,?代西方?法理? ,?如珍;金?德 編著,,1997
181717,自然?言理解的方法?策略 ,傳承德 著,,2000
181719,?作借??典 =Xie zuo jie jian ci dian ,竺一?;梅家?;高?琦;杜功? 編著,,1997
181720,流行??社???文化 =Liuxingyu yu shehui shishang wenhua ,?? 著,,2004
181721,?代???形??范?典 =Xiandai Hanyu yixingci guifan cidian ,李行健 主編,,2003
181725,?文常? ,?叔湘 著,,1998
181728,?代社??言? =Current trends in sociolinguistics ,徐大明;陶?印;?天蔚 著,,1997
181730,??言的起源 ,J.G. 赫?德 著;姚小平 ?,,1998
181731,??璋??言 ,??璋 著,,1999
181732,?代??形容??量?究 =(A) Statistical study on Chinese adjectives ,王?? 著,,2003
181733,?用?言? ,?涌泉;?毅 ?著 ;戚雨村 ??,,1998
181734,多功能成??典 ,?抗;董琨;盛冬? ?著,,2003
181735,??成??用?典 ,倪?元 主?,,2003
181736,中??代名言博? ,花 主? ;陶?  副主?,,2001
181737,中?古代格言小?典 ,任??;曹予庭;?嘉陵 ?,,1988
181740,中?名??典 ,?家文物局 主?,,2001
181741,?作?言? ,何明 著,,1998
181742,???法史 ,王力 著,,2000
181743,?法??思索集 =Yufa wenti sisuoji ,邢福? 著,,1995
181745,???法的立??究 =Hanyu yufa de liti yanjiu ,邵敬敏 著,,2000
181746,???法化的?程 :形?句法?展的?因和机制 ,石毓智;李? 著,,2004
181747,???法基? ,?冀平 著,,2000
181750,中??法?史 ,?千炎 著,,1997
181752,?代????手? :?英?? ,李?琪 主? ;任雪梅;?明?;徐晶凝 ?者,,2003
181753,中?小?史,郭箴一 著,,1998
181754,中?民族史,林惠祥 著,,1998
181756,世?之交的中??用?言??究 ,?章太;戴昭?;??泉;周洪波 ?,,1999
181757,中?社??中??究 ,周?虹 主? ;南京大?社?? 系?,,2004
181758,?北信天游?剪? =Folksongs and papercuts ,黑建? 著,,2003
181759,???? ,?杰瑞 著 ;?惠英 英?,,1995
181760,??句法?集 ,郭?懋 著,,2000
181763,(The) Art of Chinese papercuts :Traditional Chinese arts and culture ,?道一 著,,1989
181765,?算?言??? ,翁富良;王野翊 著,,1998
181766,?字的?秘世界 :?字民俗史 ,??? 著,,2004
181767,????用?及其文化?涵 ,胡明? 著,,2004
181768,??地名?多彩文化 ,郭?? 著,,2004
181770,???? :?自?革前沿的?告 ,姜奇平 著,,2002
181772,??字?使用?范手?=중국 한자와 단어 사용규칙 ,??;??? ?著,,2003
181773,???表集萃 :北京故?珍藏 ,廖? ?,,2002
181774,中??景名?故事?典 ,?楚北;?越;杜道恒 主?,,1995
181775,?代???范指南 ,?? ?著,,2002
181776,?字?播史 ,??? 著,,2002
181777,?代?言? :理?建設的新思考 ,余志? 著?,,1996
181778,?代?言?的特点和?展?? ,戚雨村 ?著 ;胡孟浩 ??,,1998
181779,?代???范字典 ,李行健 主?,,2004
181781,???律句法? ,??利 著,,2000
181782,中????行?政策?告,江小涓 主? ;何德旭;高培勇 副主?,,2004
181784,(?英?照) 中?古?精品三百首 =300 gems of classical Chinese poetry ,??? ?,,2004
181785,中?語言學史 :高等學校文科敎材 ,?之珍 著,,1999
181786,???用? ,左思民 著,,2000
181787,?????法史?文集 ,??愚 著,,2000
181790,"???法???究 :理?, 原?, 方法 ",方?民 著,,2000
181793,(?代??) ?略??典 ,袁?;阮?忠 主?,,2002
181796,?典中? ,??新;朱旭 等 ?著,,2004
181797,"?代??通用字典 :正字, 正音, ??, 分?, ??, ?? ",中?人民大??言文字?究所 《?代??通用字典》???,,1987
181800,?夏?食文化 ,王?泰 著,,1997
181875,사회적지지와 건강=Social Support and Health,사회적지지연구회,현문사,2002
181947,바람의 화원,이정명 저,,2008
182495,조선 왕실의 嘉禮,권오영;임민혁;김문식;강제훈;송혜진;이민주 지음,,2008
182910,디너 게임,제이 로치 감독,,2011
182911,블라인드 사이드,존 리 행콕 감독,,2010
182913,투어리스트,플로리안 헨켈 폰 도너스마르크 감독,,2011
182916,월 스트리트:머니 네버 슬립스 ,올리버 스톤 감독,,2011
182917,언스토퍼블,토니 스콧 감독,,2011
182922,가디언의 전설,잭 스나이더 감독,,2011
182972,삼손과 데릴라:학습용 VCD,월드무비 [제작],월드무비,-1
182973,닥터 지바고:학습용 VCD,월드무비 [제작],,-1
182974,닥터 지바고:학습용 VCD,월드무비 [제작],,-1
182975,마지막 황제:학습용 VCD,월드무비 [제작],,-1
182976,졸업:학습용 VCD,월드무비 [제작],월드무비,-1
182977,지옥의 묵시록:학습용 VCD,월드무비 [제작],,-1
182978,하이렌더:학습용 VCD,월드무비 [제작],월드무비,-1
182979,바람과 함께 사라지다:학습용 VCD,월드무비 [제작],,-1
182980,늑대와 함께 춤을:학습용 VCD,월드무비 [제작],,-1
182981,늑대와 함께 춤을:학습용 VCD,월드무비 [제작],,-1
182982,늑대와 함께 춤을:학습용 VCD,월드무비 [제작],월드무비,-1
182983,토탈리콜:학습용 VCD,월드무비 [제작],월드무비,-1
182984,레옹:학습용 VCD,월드무비 [제작],월드무비,-1
182985,누구를 위하여 종은 울리나:학습용 VCD,월드무비 [제작],,-1
182986,누구를 위하여 종은 울리나:학습용 VCD,월드무비 [제작],월드무비,-1
182987,누구를 위하여 종은 울리나:학습용 VCD,월드무비 [제작],월드무비,-1
182988,카사블랑카:학습용 VCD,월드무비 [제작],,-1
183106,괴테와의 對話,J. P. 에케르만 [著],,1993
183109,(소설)변이중,김형열 지음,,1993
183117,大望,야마오카 소하치 지음 ;기노시타 지카이 그림 ;박재희 옮김,,2010
183297,종로 엘레지 =Jongno elegy ,서울역사박물관 전시운영과 [편],,2010
183499,(영어 낭독 훈련) Vegas Tell,박광희;캐나다 교사 영낭훈 연구팀 지음,,2011
183569,(영어 낭독 훈련) Vegas Tell,박광희;캐나다 교사 영낭훈 연구팀 지음,,2011
183604,봉산탈춤,국립문화재연구소,국립문화재연구소,-1
183805,"서울, 다섯가지 표정 ",서울특별시 편,,2010
183823,강남 40년 :영동에서 강남으로,서울역사박물관 전시과 [편],,2011
183824,강남 40년 :하늘에서 본 강남,서울역사박물관 전시과 [편],,2011
183859,승정원일기,한국고전번역원 편 ;곽성연 옮김,,2010
183889,서촌,서울역사박물관 [편],,2010
184316,(콰이디) 중국어회화사전 =(A) Dictionary of useful Chinese expressions :한글만 알아도 바로 통하는 즐거운 회화 ,李凌燕 지음 ;허유영 옮김,,2008
184385,수영 아나토미 :신체 기능학적으로 쉽게 배우는 수영 ,이안 맥클라우드 지음 ;오재근;육현철;이종하;최세환;한규조 옮김,,2010
184802,Speaking of speech :Teacher's book,by David Harrington;Charles LeBeau,,2009
184803,Speaking of speech :Basic presentation skills for beginners :student book,by David Harrington;Charles Lebeau,,2009
185734,몽테뉴 隨想錄,몽테뉴 [著],,1993
186656,自省錄,M. 아우렐리우스 [著],,1993
186772,天上의 詩 :오재철 소설집 ,오재철 지음,,2009
187072,칸트철학 입문 ,W.O. 되링 지음 ;김용정 옮김,,2011
187531,"조선왕실과 전주 =Jeonju, the origin of Joseon dynasty :국립전주박물관 개관 20주년 기념 ",국립전주박물관 [편],,2010
187581,신문기사로 본 한국영화 :1969,한국영상자료원 영화사연구원 엮음,,2010
187582,신문기사로 본 한국영화 :1969,한국영상자료원 영화사연구원 엮음,,2010
188136,팅커스 :땜장이들 ,폴 하딩 지음 ;정영목 옮김,,2010
188153,이어령의 교과서 넘나들기,이어령 콘텐츠 크리에이터 ;최성희 글 ;정상혁 그림 ;손영운;모해규 기획,,2010
188257,중국부동산 개황 =China real estate overview ,둥판;김태욱;박수완 편저,,2007
188282,독을 깨다 :지철승 시집 ,지철승 지음,,2010
188293,(조선왕조실록에서 가려 뽑은) 황희 정승 ,황대연 지음,,2010
188405,퐁네프의 연인들,레오 까락스 감독,,2004
188406,패밀리 웨딩,릭 파무이와 감독,,2010
188408,오션스,자크 페렝;자크 클로드 감독,,2010
188413,카페 서울,타케 마사하루 감독,,2010
188603,씁쓸한 초콜릿 ,미리암 프레슬러 지음 ;정지현 옮김,,2010
189026,민주주의를 부탁해 :위기에 빠진 발랄라 공화국 ,강여울 글 ;김미규 그림,,2010
189100,(교과서보다 쉬운) 독학 국사 :7차 교육과정에 따른 국사편 ,박천욱 지음,,2010
189426,일본어 첫걸음 :히라가나에서 말하기까지 ,이은정 지음 ;원성현 그림,,2010
189693,원리로 보는 역사와 철학 ,이만군 지음,,2010
189875,나는 당신의 진료를 거부합니다 :한미수필문학상 수상작품집 ,청년의사 편집국 엮음,,2009
190002,바스터즈 :거친 녀석들,쿠엔틴 타란티노 감독,,2010
190003,거북이 달린다,이연우 감독,,2009
190155,폐기물자원화실무 :실무자를 위한 폐기물자원화기술 ,한국유기성폐자원학회 편저,,2003
190374,(알기쉬운) 제과제빵 실무특강 ,김영복;박태일;이승범;이준열;이희태;정양식 공저,,2007
190379,하룻밤에 읽는 과학명저 다섯 ,마상룡 편저,,2010
190407,"아나운서, 방송인되기 ",KBS 한국어연구회 편,,2010
190471,수치해석 ,엄정국 저,,2010
190557,킬러들의 도시,마틴 맥도나 감독,,2009
190565,헤겔철학 서설 ,O. 푀겔러 엮음 ;황태연 옮김,,2010
191303,사냥개! 훈련은 즐겁다,편집부,자연과 사냥,2004
191381,유후인·벳부·아소·구로가와 온천 =Yufuin·Beppu·Aso·Kurokawa-Onsen ,[중앙북스 편],,2010
191498,EBS 年誌=Korea Educational Broadcasting System Yearbook,한국교육방송공사 [편],,2010
